	clustering_label_bert	is_movie	title
6894	433	1	Hellraiser: Hellseeker (2002)
6895	567	1	Over the Edge (1979)
6896	142	1	Roads to Koktebel (Koktebel) (2003)
6897	124	1	Swamp Women (1956)
6898	671	1	Bird People in China, The (Chûgoku no chôjin) (1998)
6899	568	1	Thoughtcrimes (2003)
6900	327	1	Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
6901	456	1	As Tears Go By (Wong gok ka moon) (1988)
6902	628	1	Made in Britain (1982)
6903	332	1	Bitter Tea of General Yen, The (1933)
6904	529	1	Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972)
6905	237	1	Wilby Wonderful (2004)
6906	446	1	Helter Skelter (2004)
6907	188	1	French Fried Vacation (Les Bronzés) (1978)
6908	741	1	Sweet November (1968)
6909	101	1	Double Dare (2004)
6910	50	1	Panic in Year Zero! (1962)
6911	200	1	Green Dolphin Street (1947)
6912	178	1	Bye Bye Birdie (1963)
6913	552	1	Comedians of Comedy, The (2005)
6914	178	1	Honey Pot, The (1967)
6915	157	1	Tuskegee Airmen, The (1995)
6916	654	1	I Could Go on Singing (1963)
6917	238	1	Wind, The (1928)
6918	70	1	Good Old Daze (Le péril jeune) (1994)
6919	749	1	Sabah (2005)
6920	619	1	Troll (1986)
6921	700	1	Le créateur (1999) 
6922	940	1	Tamara (2005)
6923	268	1	Agata and the Storm (Agata e la tempesta) (2004)
6924	639	1	Trauma (1993)
6925	763	1	All Quiet on the Western Front (1979)
6926	259	1	Stromboli (1950)
6927	149	1	Cyrano de Bergerac (1950)
6928	198	1	Chronos (1985)
6929	962	1	Ask the Dust (2006)
6930	606	1	Leprechaun 2 (1994)
6931	37	1	Leprechaun 3 (1995)
6932	479	1	Leprechaun 4: In Space (1997)
6933	606	1	Leprechaun in the Hood (2000)
6934	237	1	Dark at the Top of the Stairs, The (1960)
6935	260	1	Man Who Sued God, The (2001)
6936	357	1	Stranger on the Third Floor (1940)
6937	991	1	Inspector Clouseau (1968)
6938	268	1	Son of the Pink Panther (1993)
6939	418	1	Red and the White, The (Csillagosok, katonák) (1967)
6940	299	1	Fatty Drives the Bus (1999)
6941	137	1	Resurrection (1980)
6942	151	1	Devil and Daniel Johnston, The (2005)
6943	380	1	Money (L'argent) (1983)
6944	36	1	Mouchette (1967)
6945	284	1	Brick (2005)
6946	612	1	Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)
6947	494	1	Go for Zucker! (Alles auf Zucker!) (2004)
6948	828	1	Curse of the Werewolf, The (1961)
6949	149	1	King Is Dancing, The (Le roi danse) (2000)
6950	414	1	Reefer Madness: The Movie Musical (2005)
6951	254	1	I Love Your Work (2003)
6952	185	1	Hard Candy (2005)
6953	254	1	Dead Birds (2004)
6954	609	1	Shutter (2004)
6955	933	1	Corvette Summer (1978)
6956	460	1	Mirage (1965)
6957	925	1	Wayward Cloud, The (Tian bian yi duo yun) (2005)
6958	192	1	Secret Beyond the Door (1948)
6959	921	1	World, The (Shijie) (2004)
6960	255	1	Footlight Parade (1933)
6961	362	1	Hidden Blade, The (Kakushi ken oni no tsume) (2004)
6962	265	1	Tall in the Saddle (1944)
6963	182	1	Sinbad of the Seven Seas (1989)
6964	465	1	Game 6 (2005)
6965	95	1	Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005)
6966	787	1	On a Clear Day (2005)
6967	742	1	Seventh Victim, The (1943)
6968	723	1	Edvard Munch (1974)
6969	673	1	Ace of Hearts, The (1921)
6970	759	1	Tammy and the Bachelor (1957)
6971	333	1	Lady on a Train (1945)
6972	758	1	Nightmare Castle (Amanti d'oltretomba) (Lovers from Beyond the Tomb) (Faceless Monster, The) (1965)
6973	505	1	Let It Be (1970)
6974	250	1	Farewell, Home Sweet Home (Adieu, plancher des vaches!) (1999)
6975	378	1	Lady in the Lake (1947)
6976	126	1	Miracle of Bern, The (Wunder von Bern, Das) (2003)
6977	374	1	Mother and the Whore, The (Maman et la putain, La) (1973)
6978	475	1	Test Pilot (1938)
6979	14	1	Career Opportunities (1991)
6980	432	1	Psych-Out (1968)
6981	499	1	Sister Kenny (1946)
6982	921	1	Mountain Patrol (Kekexili) (2004)
6983	52	1	Ice Bound (2003)
6984	366	1	I Am a Sex Addict (2005)
6985	477	1	Forever Mine (1999)
6986	482	1	Ax, The (couperet, Le) (2005)
6987	207	1	Beyond the Rocks (1922)
6988	9	1	Jack Frost 2: Revenge of the Mutant Killer Snowman (2000)
6989	357	1	Marked Woman (1937)
6990	187	1	Adjuster, The (1991)
6991	63	1	Bribe, The (1949)
6992	805	1	Sheriff and the Satellite Kid, The (1979)
6993	929	1	Edward II (1991)
6994	305	1	Fuse (Gori vatra) (2003)
6995	991	1	Curse of the Pink Panther (1983)
6996	441	1	Mimic: Sentinel (2003)
6997	181	1	Rock 'n' Roll Nightmare (1987)
6998	789	1	300 Spartans, The (1962)
6999	600	1	Fallen Idol, The (1948)
7000	31	1	Desperate (1947)
7001	367	1	Knock on Any Door (1949)
7002	549	1	Girl Can't Help It, The (1956)
7003	143	1	Strangers with Candy (2005)
7004	972	1	Prophecy (1979)
7005	488	1	Young Mr. Lincoln (1939)
7006	579	1	Blackjack (1998)
7007	450	1	Gumball Rally, The (1976)
7008	111	1	Army of Shadows (L'armée des ombres) (1969)
7009	533	1	Dancing Lady (1933)
7010	355	1	Memento Mori (Yeogo goedam II) (1999)
7011	490	1	Detective, The (1968)
7012	784	1	Each Dawn I Die (1939)
7013	268	1	Good Morning, Night (Buongiorno, notte) (2003)
7014	89	1	Live and Become (Va, vis et deviens) (2005)
7015	456	1	Tears of the Black Tiger (Fah talai jone) (2000)
7016	887	1	Leaves from Satan's Book (Blade af Satans bog) (1921)
7017	631	1	Ciao Manhattan (Ciao! Manhattan) (1972)
7018	91	1	They Won't Believe Me (1947)
7019	50	1	Dirty Mary Crazy Larry (1974)
7020	159	1	Tom, Dick and Harry (1941)
7021	329	1	Mind Game (2004)
7022	921	1	Peking Opera Blues (Do ma daan) (1986)
7023	183	1	Adam's Apples (Adams æbler) (2005)
7024	485	1	Lie with Me (2005)
7025	159	1	Born to Kill (1947)
7026	356	1	San Quentin (1937)
7027	700	1	36 Quai des Orfèvres (Department 36) (2004)
7028	78	1	Slight Case of Murder, A (1938)
7029	749	1	Syrian Bride, The (2004)
7030	552	1	Ritz, The (1976)
7031	292	1	My Geisha (1962)
7032	251	1	Music Box, The (1932)
7033	127	1	Red Balloon, The (Ballon rouge, Le) (1956)
7034	251	1	Way Out West (1937)
7035	251	1	Chump at Oxford, A (1940)
7036	251	1	Block-Heads (1938)
7037	988	1	Puffy Chair, The (2006)
7038	89	1	Fateless (Sorstalanság) (2005)
7039	122	1	Sign of the Cross, The (1932)
7040	664	1	Bio Zombie (Sun faa sau si) (1998)
7041	328	1	Crusades, The (1935)
7042	817	1	Pretty Poison (1968)
7043	220	1	Boy Named Charlie Brown, A (1969)
7044	517	1	Wicked (1998)
7045	948	1	Aaltra (2004)
7046	521	1	Wonder Man (1945)
7047	380	1	Lisbon Story (1994)
7048	260	1	Land of Plenty (Angst and Alienation in America) (2004)
7049	15	1	Yuva (2004)
7050	495	1	Mondo Topless (1966)
7051	28	1	Vixen! (1968)
7052	115	1	Piccadilly (1929)
7053	228	1	Private Life of Henry VIII, The (1933)
7054	268	1	Household Saints (1993)
7055	403	1	Raintree County (1957)
7056	209	1	Conqueror, The (1956)
7057	823	1	G.O.R.A. (2004)
7058	356	1	Sirocco (1951)
7059	415	1	Hawaii, Oslo (2004)
7060	743	1	Ellie Parker (2005)
7061	963	1	Marie Antoinette (1938)
7062	417	1	Little Secrets (2001)
7063	497	1	Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes) (2002)
7064	418	1	Charge of the Light Brigade, The (1936)
7065	175	1	Arabesque (1966)
7066	533	1	Daddy Long Legs (1955)
7067	60	1	Mom and Dad Save the World (1992)
7068	908	1	Foreign Affair, A (1948)
7069	776	1	Red Dust (2004)
7070	675	1	I Wake Up Screaming (1941)
7071	493	1	Luna de Avellaneda (2004)
7072	264	1	Gacy (2003)
7073	374	1	Bête humaine, La (1938)
7074	280	1	Celine and Julie Go Boating (Celine et Julie vont en bateau) (1974)
7075	321	1	20,000 Years in Sing Sing (1932)
7076	662	1	The Great Train Robbery (1903)
7077	614	1	Simon of the Desert (Simón del desierto) (1965)
7078	46	1	It's A Wonderful World (1939)
7079	51	1	Reeker (2005)
7080	178	1	Last Hard Men, The (1976)
7081	120	1	Moog (2004)
7082	957	1	Dracula's Daughter (1936)
7083	568	1	She (1965)
7084	69	1	Waterloo Bridge (1931)
7085	565	1	Lost Horizon (1973)
7086	856	1	Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)
7087	238	1	Plague Dogs, The (1982)
7088	41	1	Decameron, The (Decameron, Il) (1971)
7089	954	1	Intruder, The (L'intrus) (2004)
7090	929	1	Sebastiane (1976)
7091	39	1	Wild Side (2004)
7092	83	1	Children Shouldn't Play with Dead Things (1973)
7093	152	1	Desert Heat (Inferno) (1999)
7094	940	1	Life of Jesus, The (La vie de Jésus) (1997)
7095	912	1	Don't Drink the Water (1994)
7096	916	1	Sweet Land (2005)
7097	490	1	Tell Me Something (Telmisseomding) (1999)
7098	907	1	Young Girls of Rochefort, The (Demoiselles de Rochefort, Les) (1967)
7099	268	1	The Little World of Don Camillo (1952)
7100	757	1	Wendell Baker Story, The (2005)
7101	25	1	Crawlspace (1986)
7102	65	1	Trilogy: The Weeping Meadow (Trilogia: To livadi pou dakryzei) (2004)
7103	664	1	Dead Meat (2004)
7104	976	1	Shadow Dancer, The (Shadows in the Sun) (2005)
7105	216	1	7 Plus Seven (1970)
7106	18	1	R-Point (Arpointeu) (2004)
7107	610	1	Cocaine Cowboys (2006)
7108	671	1	Izo (2004)
7109	540	1	Point, The (1971)
7110	339	1	Wake Up, Ron Burgundy (2004)
7111	333	1	Myra Breckinridge (1970)
7112	847	1	Vice Squad (1982)
7113	945	1	Strange Case of Dr. Jekyll and Mr. Hyde, The (1968)
7114	483	1	Fifty-Fifty (a.k.a. Schizo) (Shiza) (2004)
7115	505	1	Magical Mystery Tour (1967)
7116	586	1	Ringers: Lord of the Fans (2005)
7117	850	1	Lady in Cement (1968)
7118	422	1	Street Trash (1987)
7119	3	1	Fighting Elegy (Kenka erejii) (1966)
7120	401	1	I Drink Your Blood (1970)
7121	19	1	36th Chamber of Shaolin, The (Shao Lin san shi liu fang) (Master Killer) (1978)
7122	556	1	Mad Love (1935)
7123	3	1	Consequences of Love, The (Conseguenze dell'amore, Le) (2004)
7124	493	1	Kamchatka (2002)
7125	695	1	Leopard Man, The (1943)
7126	718	1	Citizen X (1995)
7127	458	1	Canterbury Tales, The (I racconti di Canterbury) (1972)
7128	106	1	Forest for the Trees, The (Der Wald vor lauter Bäumen) (2003)
7129	530	1	Body Count (1998)
7130	198	1	Meshes of the Afternoon (1943)
7131	375	1	Lathe of Heaven, The (1980)
7132	150	1	Atlantis: Milo's Return (2003) 
7133	122	1	Julius Caesar (1953)
7134	761	1	One More Kiss (1999)
7135	89	1	Kippur (2000)
7136	4	1	Flower Drum Song (1961)
7137	18	1	Omagh (2004)
7138	990	1	Fugitive Kind, The (1959)
7139	492	1	It's Impossible to Learn to Plow by Reading Books (1988)
7140	652	1	R.S.V.P. (2002) 
7141	319	1	Five Pennies, The (1959)
7142	290	1	Philanthropy (Filantropica) (2002)
7143	213	1	Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire)) (2002)
7144	656	1	Armwrestler From Solitude, The (Armbryterskan från Ensamheten) (2004)
7145	348	1	Kissed by Winter (Vinterkyss) (2005)
7146	16	1	Double Harness (1933)
7147	523	1	No Way Out (1950)
7148	720	1	Ulysses' Gaze (To Vlemma tou Odyssea) (1995)
7149	185	1	Straight Time (1978)
7150	215	1	Smash-Up: The Story of a Woman (1947)
7151	351	1	Night of the Ghouls (1959)
7152	556	1	Devil Commands, The (1941)
7153	469	1	Adam & Paul (2004)
7154	237	1	Furies, The (1950)
7155	113	1	Thieves' Highway (1949)
7156	490	1	Maniac Cop (1988)
7157	79	1	Woman Is the Future of Man (Yeojaneun namjaui miraeda) (2004)
7158	543	1	Fixed Bayonets! (1951)
7159	456	1	One Nite In Mongkok (Wong gok hak yau) (2004)
7160	942	1	Prodigal Son, The (Bai ga jai) (1981)
7161	568	1	Librarian: Quest for the Spear, The (2004)
7162	334	1	Sun Alley (Sonnenallee) (1999)
7163	751	1	Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura) (1992)
7164	751	1	Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) (1995) 
7165	751	1	Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ) (1991)
7166	766	1	Go (2001)
7167	492	1	Starcrash (a.k.a. Star Crash) (1978)
7168	68	1	Robot Monster (1953)
7169	165	1	Blue Bird, The (1940)
7170	377	1	Amateurs, The (Moguls, The) (2005)
7171	896	1	Night of the Generals, The (1967)
7172	18	1	Breaking News (Daai si gin) (2004)
7173	319	1	Alice in Wonderland (1985)
7174	723	1	Mystery of Picasso, The (Le mystère Picasso) (1956)
7175	538	1	Sybil (1976)
7176	211	1	David Holzman's Diary (1967)
7177	259	1	Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) (1954)
7178	950	1	O.C. and Stiggs (1985)
7179	910	1	Johnny Tremain (1957)
7180	88	1	Alan & Naomi (1992)
7181	158	1	Putney Swope (1969)
7182	482	1	O Lucky Man! (1973)
7183	231	1	Popular Music (Populärmusik från Vittula) (2004)
7184	439	1	Tea and Sympathy (1956)
7185	327	1	High Road to China (1983)
7186	700	1	Bedtime Story (1964)
7187	52	1	Mean Season, The (1985)
7188	96	1	Broken Arrow (1950)
7189	540	1	Sterile Cuckoo, The (1969)
7190	565	1	When the Wind Blows (1986)
7191	890	1	Dorian Blues (2004)
7192	978	1	Murder Most Foul (1964)
7193	319	1	Teachers (1984)
7194	628	1	Manitou, The (1978)
7195	882	1	Miss Julie (1951)
7196	760	1	Kill, Baby, Kill (Operazione paura) (1966)
7197	127	1	Brice Man, The (Brice de Nice) (2005)
7198	639	1	Do You Like Hitchcock? (Ti piace Hitchcock?) (2005)
7199	102	1	Keoma (1976)
7200	102	1	Face to Face (Faccia a faccia) (1967)
7201	30	1	Professional Gun, A (Mercenary, The) (Mercenario, Il) (1968)
7202	623	1	Watch Out, We're Mad (...Altrimenti ci arrabbiamo!) (1974)
7203	694	1	Evening with Kevin Smith, An (2002)
7204	459	1	Design for Living (1933)
7205	174	1	House of Bamboo (1955)
7206	137	1	Nanny, The (1965)
7207	48	1	Between Heaven and Hell (1956)
7208	19	1	Return to the 36th Chamber (Shao Lin da peng da shi) (1980) 
7209	294	1	The Reckless Moment (1949)
7210	891	1	Decoys (2004)
7211	265	1	Hellfighters (1968)
7212	80	1	Kansas City Confidential (1952)
7213	26	1	Harrison Bergeron (1995)
7214	661	1	Steel Helmet, The (1951)
7215	915	1	Beyond the Law (1993)
7216	427	1	As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001)
7217	69	1	That Hamilton Woman (1941)
7218	582	1	Tokyo Twilight (Tôkyô boshoku) (1957)
7219	296	1	Swimming Pool, The (La piscine) (1969)
7220	497	1	My Mother (Ma mère) (2004)
7221	688	1	Noise (2004)
7222	73	1	Party Monster (1998)
7223	101	1	All Passion Spent (1986)
7224	255	1	Between Two Worlds (1944)
7225	666	1	Close My Eyes (1991)
7226	86	1	Joe and Max (2002)
7227	645	1	Chicks with Sticks (2004)
7228	732	1	Killing Words (Palabras encadenadas) (2003)
7229	254	1	Santa Claus Conquers the Martians (1964)
7230	280	1	And Soon the Darkness (1970)
7231	593	1	Live-In Maid (Cama adentro) (2004)
7232	542	1	Rachel, Rachel (1968)
7233	909	1	Welcome to L.A. (1976)
7234	96	1	3 Bad Men (1926)
7235	418	1	Fallen Art (Sztuka spadania) (2004)
7236	647	1	Green Man, The (1956)
7237	431	1	Shoes of the Fisherman, The (1968)
7238	762	1	Bottom of the Sea, The (El fondo del mar) (2003)
7239	149	1	The Count of Monte Cristo (1934)
7240	421	1	Dark Angel (I Come in Peace) (1990)
7241	859	1	Visiting Hours (1982)
7242	601	1	Motel, The (2005)
7243	308	1	Shout, The (1978)
7244	42	1	I Live in Fear (Ikimono no kiroku) (1955)
7245	634	1	10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience) (2004)
7246	766	1	Crying Out Love in the Center of the World (Sekai no chûshin de, ai o sakebu) (2004)
7247	574	1	Keeper of the Flame (1942)
7248	196	1	Terkel in Trouble (Terkel i knibe) (2004)
7249	382	1	District, The (Nyócker!) (2004)
7250	664	1	Return of the Living Dead 3 (1993)
7251	4	1	Sun Valley Serenade (1941)
7252	29	1	On the Outs (2004)
7253	265	1	Doctor Bull (1933)
7254	168	1	Restless Natives (1985)
7255	565	1	Napoléon (1927)
7256	808	1	Tropical Malady (Sud pralad) (2004)
7257	751	1	Terror of Mechagodzilla (Mekagojira no gyakushu) (1975)
7258	70	1	Ball, The (Le bal) (1983)
7259	781	1	Pirates (1986)
7260	671	1	Zebraman (2004)
7261	45	1	Marketa Lazarová (1967)
7262	638	1	Nathalie... (2003)
7263	174	1	Pulp (1972)
7264	650	1	Invisible Ray, The (1936)
7265	174	1	Killer Elite, The (1975)
7266	559	1	Tarzan Finds a Son! (1939)
7267	559	1	Tarzan's Secret Treasure (1941)
7268	559	1	Tarzan's New York Adventure (1942)
7269	344	1	Viva Zapata! (1952)
7270	315	1	Antares (2004)
7271	601	1	Bread, My Sweet, The (a.k.a. Wedding for Bella, A) (2001)
7272	444	1	Man Between, The (1953)
7273	237	1	The Stars Look Down (1940)
7274	136	1	Window, The (1949)
7275	263	1	Day of the Outlaw (1959)
7276	378	1	Where the Sidewalk Ends (1950)
7277	317	1	100 Rifles (1969)
7278	32	1	FBI Story, The (1959)
7279	41	1	Honor Among Thieves (Adieu l'ami) (Farewell, Friend) (1968)
7280	37	1	St. Ives (1976)
7281	30	1	Villa Rides! (1968)
7282	265	1	Wings of Eagles, The (1957)
7283	224	1	Warlock (1959)
7284	981	1	Quill (2004)
7285	234	1	Ten Minutes Older: The Trumpet (2002)
7286	364	1	Penalty, The (1920)
7287	303	1	Equinox (1970)
7288	656	1	Battlefield Baseball (Jigoku kôshien) (2003)
7289	334	1	Color of Pomegranates, The (Sayat Nova) (1968)
7290	364	1	London After Midnight (1927)
7291	474	1	Klansman, The (1974)
7292	57	1	Get Well Soon (2001)
7293	781	1	Black Swan, The (1942)
7294	96	1	Cheyenne Autumn (1964)
7295	317	1	Hour of the Gun (1967)
7296	58	1	Z Channel: A Magnificent Obsession (2004)
7297	140	1	Borderline (1950)
7298	584	1	Bench, The (Bænken) (2000)
7299	20	1	Next Door (Naboer) (2005)
7300	194	1	Tall T, The (1957)
7301	793	1	Bravo Two Zero (1999) 
7302	172	1	Blast of Silence (1961)
7303	692	1	Little Drummer Boy, The (1968)
7304	170	1	Heart of a Dog (Sobachye serdtse) (1988)
7305	682	1	Eve and the Fire Horse (2005)
7306	766	1	Moment to Remember, A (Nae meorisokui jiwoogae) (2004)
7307	295	1	Year of the Gun (1991)
7308	770	1	World's Greatest Lover, The (1977)
7309	75	1	Black Caesar (1973)
7310	285	1	Woman in Black, The (1989)
7311	377	1	Tobacco Road (1941)
7312	836	1	Oh! What a Lovely War (1969)
7313	543	1	Boys in Company C, The (1978)
7314	75	1	That's Black Entertainment (1990)
7315	183	1	Accused (Anklaget) (2005)
7316	648	1	Africa addio (1966)
7317	319	1	Freebie and the Bean (1974)
7318	507	1	On the Beach (2000)
7319	336	1	Sexo, Amor e Traição (2004)
7320	794	1	Dead Leaves (2004)
7321	23	1	Wrong Man, The (1993)
7322	186	1	FLCL (2000)
7323	611	1	20,000 Leagues Under the Sea (1916)
7324	30	1	Ace High (1968)
7325	772	1	Come to the Stable (1949)
7326	916	1	Drowning Pool, The (1975)
7327	509	1	Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)
7328	72	1	Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)
7329	807	1	Wicked Lady, The (1945)
7330	602	1	Guinea Pig: Flowers of Flesh and Blood (Za ginipiggu 2: Chiniku no hana) (1985)
7331	536	1	Happily Ever After (1993)
7332	410	1	Cinderella (1997)
7333	715	1	War Lord, The (1965)
7334	261	1	Goyokin (1969)
7335	134	1	Farscape: The Peacekeeper Wars (2004)
7336	682	1	Face of Another, The (Tanin no kao) (1966)
7337	510	1	Ring of Darkness (2004)
7338	882	1	Manson Family, The (2003)
7339	430	1	Lonely Wife, The (Charulata) (1964)
7340	103	1	Sun Shines Bright, The (1953)
7341	827	1	Boomerang (1947)
7342	416	1	Patterns (1956)
7343	715	1	Strange Door, The (1951)
7344	968	1	The Wrecking Crew (1968)
7345	377	1	Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)
7346	280	1	Small Cuts (Petites coupures) (2003)
7347	382	1	Zona Zamfirova (2002)
7348	650	1	Death Kiss, The (1933)
7349	916	1	Two Days (2003)
7350	513	1	Blackadder Back & Forth (1999)
7351	258	1	Blackadder's Christmas Carol (1988)
7352	816	1	Satan Met a Lady (1936)
7353	385	1	Have Rocket, Will Travel (1959)
7354	144	1	Earthsea (Legend of Earthsea) (2004)
7355	967	1	Dungeonmaster, The (1985)
7356	76	1	Howling V: The Rebirth (1989)
7357	820	1	Replicant (2001)
7358	336	1	Habana Blues (2005)
7359	111	1	Battle of China, The (Why We Fight, 6) (1944)
7360	582	1	Blood and Bones (Chi to hone) (2004)
7361	909	1	Castaway (1986)
7362	601	1	Island in the Sun (1957)
7363	518	1	Hamlet (2000)
7364	20	1	Streaks, The (Pregi) (2004)
7365	317	1	Albuquerque (1948)
7366	529	1	Maria (2003)
7367	141	1	Blue (1968)
7368	714	1	Badlanders, The (1958)
7369	706	1	Dead Husbands (1998)
7370	91	1	Indictment: The McMartin Trial (1995)
7371	664	1	Psychomania (Death Wheelers, The) (1973)
7372	8	1	Point of Order (1964)
7373	229	1	TerrorVision (1986)
7374	660	1	Canyon Passage (1946)
7375	214	1	Con, The (1998)
7376	320	1	Avenging Conscience, The (1914)
7377	472	1	Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990)
7378	823	1	Bandit, The (Eskiya) (1996)
7379	140	1	The Deadly Trackers (1973)
7380	472	1	Death by Hanging (Koshikei) (1968)
7381	205	1	Last Movie, The (1971)
7382	562	1	Jesus Christ Superstar (2000)
7383	352	1	Trancers (1985)
7384	515	1	Nuremberg (2000)
7385	409	1	Far Horizons, The (1955)
7386	456	1	World Without Thieves, A (Tian xia wu zei) (2004)
7387	280	1	Unsuspected, The (1947)
7388	710	1	Big Lift, The (1950)
7389	204	1	Rock-A-Doodle (1991)
7390	323	1	Billy Budd (1962)
7391	664	1	Stacy (2001)
7392	631	1	Dating the Enemy (1996)
7393	466	1	Star of Midnight (1935)
7394	459	1	Private Lives (1931)
7395	406	1	With Fire and Sword (Ogniem i mieczem) (1999)
7396	44	1	Kansas Raiders (1950)
7397	474	1	Porgy and Bess (1959)
7398	63	1	Can-Can (1960)
7399	317	1	Law and Order (1953)
7400	624	1	Superstar: The Karen Carpenter Story (1988)
7401	704	1	Force of One, A (1979)
7402	391	1	Escape from Fort Bravo (1953)
7403	694	1	Double Trouble (1984)
7404	27	1	Lust for Gold (1949)
7405	334	1	Strike (Stachka) (1925)
7406	854	1	Happy Campers (2001)
7407	511	1	Black Magic (1944)
7408	568	1	Wild Things: Diamonds in the Rough (2005)
7409	203	1	Seduction of Joe Tynan, The (1979)
7410	224	1	More Dead Than Alive (1968)
7411	946	1	Breaking the Rules (1992)
7412	570	1	Rhinoceros (1974)
7413	106	1	Suzanne's Career (La carrière de Suzanne) (1963)
7414	186	1	Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
7415	801	1	Female (1933)
7416	317	1	Firecreek (1968)
7417	573	1	Flame of New Orleans, The (1941)
7418	280	1	Marius and Jeanette (Marius et Jeannette) (1997)
7419	708	1	Snug as a Bug (U Pana Boga za piecem) (1998)
7420	963	1	Free Soul, A (1931)
7421	832	1	Hana and Alice (Hana to Arisu) (2004)
7422	336	1	Wrestling Ernest Hemingway (1993)
7423	147	1	Dillinger (1973)
7424	680	1	Angels of the Universe (Englar alheimsins) (2000)
7425	807	1	Anna Lucasta (1958)
7426	494	1	How I Unleashed World War II (Jak rozpetalem II wojne swiatowa) (1970)
7427	705	1	Luther the Geek (1990)
7428	346	1	Vampires, Les (1915)
7429	405	1	Jet Pilot (1957)
7430	312	1	Love Streams (1984)
7431	193	1	Off the Charts: The Song-Poem Story (2003)
7432	329	1	Lady Death (2004)
7433	710	1	7th Heaven (Seventh Heaven) (1927)
7434	115	1	Madame Bovary (1949)
7435	416	1	Madigan (1968)
7436	922	1	Pinchcliffe Grand Prix (Flåklypa Grand Prix) (1975)
7437	166	1	Men of War (1994)
7438	253	1	Roots (1977)
7439	144	1	Corridors of Time: The Visitors II, The (Couloirs du temps: Les visiteurs 2, Les) (1998)
7440	501	1	Possessed (2000)
7441	94	1	Group, The (1966)
7442	268	1	Brief Vacation, A (breve vacanza, Una) (1973)
7443	165	1	Blue City (1986)
7444	885	1	Judas Kiss (1998)
7445	404	1	Jonathan Livingston Seagull (1973)
7446	178	1	Seven Years Bad Luck (1921)
7447	253	1	Heimat - A Chronicle of Germany (Heimat - Eine deutsche Chronik) (1984)
7448	252	1	Wild River (1960)
7449	512	1	High Hopes (1988)
7450	292	1	Daddy Nostalgia (Daddy Nostalgie) (1990)
7451	323	1	Silent Night, Deadly Night Part 2 (1987)
7452	79	1	A Time to Live, a Time to Die (1985)
7453	265	1	Winds of the Wasteland (1936)
7454	434	1	Je suis né d'une cigogne (1999)
7455	209	1	Star Packer, The (1934)
7456	502	1	Moliere (1978)
7457	876	1	Next Stop, Greenwich Village (1976)
7458	540	1	A City of Sadness (1989)
7459	287	1	Abandon Ship! (Seven Waves Away) (1957)
7460	214	1	If Only (2004)
7461	784	1	Great Guy (1936)
7462	58	1	Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) (1938)
7463	119	1	Queen Kelly (1929)
7464	205	1	Moonfleet (1955)
7465	619	1	Troll 2 (1990)
7466	549	1	Norma Jean & Marilyn (1996)
7467	327	1	Five Graves to Cairo (1943)
7468	652	1	Dark Corner, The (1946)
7469	947	1	Three Musketeers, The (1933)
7470	249	1	Beast from Haunted Cave (1959)
7471	604	1	All's Well (1972)
7472	61	1	Million, Le (Million, The) (1931)
7473	725	1	Memories of Underdevelopment (Memorias del subdesarrollo) (1968)
7474	716	1	Hillsborough (1996)
7475	652	1	Tension (1949)
7476	569	1	Silver Stallion (Silver Brumpy, The) (1993)
7477	748	1	Wreck of the Mary Deare, The (1959)
7478	672	1	Conspiracy of Torture, The (Beatrice Cenci) (1969)
7479	248	1	Split Second (1953)
7480	749	1	Turn Left at the End of the World (Sof Ha'Olam Smola) (2005)
7481	619	1	Hellzapoppin' (1941)
7482	124	1	5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970)
7483	459	1	Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)
7484	845	1	Thirst (Pyaasa) (1957)
7485	346	1	Blood of the Beasts (Sang des bêtes, Le) (1949)
7486	197	1	David and Lisa (1998)
7487	0	1	Life is a Bed of Roses (Vie est un roman, La) (1983)
7488	186	1	Love Hina Spring Special (2001)
7489	921	1	Yellow Earth (Huang tu di) (1984)
7490	865	1	Gayniggers From Outer Space (1992)
7491	340	1	Shanghai Gesture, The (1941)
